"filename", "language", "HTML", "CSS", "Properties", "JavaScript", "JSON", "JSON with Comments", "Markdown", "YAML", "Shell Script", "Rust", "GDScript", "comment", "blank", "total"
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\DevCLI\startPatnicRoom.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Alecandria\Forms\ActorRace.json", "JSON", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 8, 27
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Alecandria\Forms\ActorRole.json", "JSON", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 8, 27
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Alecandria\Forms\ActorSpecialty.json", "JSON", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 8, 28
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Alecandria\Forms\ItemsConsumables.json", "JSON", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 12, 29
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Alecandria\Forms\KitAppendix.json", "JSON", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 12, 36
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Alecandria\Forms\KitBase.json", "JSON", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 14, 40
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Alecandria\Forms\KitMod.json", "JSON", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 13, 37
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Alecandria\ListReferences.json", "JSON", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 1, 34
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Alecandria\ModulesReference.json", "JSON", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 19, 36
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Alecandria\Syntax\Effect Atlas.json", "JSON", 0, 0, 0, 0, 224, 0, 0, 0, 0, 0, 0, 0, 1, 225
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Alecandria\Syntax\Effect Index.json", "JSON", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 1, 52
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Alecandria\components.json", "JSON", 0, 0, 0, 0, 987, 0, 0, 0, 0, 0, 0, 0, 57, 1044
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Actor_RNG_Templates\Suburban_Default copy.json", "JSON", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 7, 23
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Infusion\Mod\4th Wallbreak___penetrating.json", "JSON", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 3, 38
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Mod\Earthwall___crushing.json", "JSON", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 5, 31
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Mod\Earthwall___enflamed.json", "JSON", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 6, 35
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Mod\crispyfier___enduring.json", "JSON", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 4, 33
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Mod\crispyfier___scorching.json", "JSON", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 5, 34
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Mod\offenisive insult____personal.json", "JSON", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 5, 31
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Magic\Spell\Mod\offensive insult____very.json", "JSON", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 5, 31
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Matrix\Cyberware\Mod\Fingerguns____Akimbo.json", "JSON", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 4, 30
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Matrix\Cyberware\Mod\Fingerguns___autoaimed.json", "JSON", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 4, 30
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Matrix\Hack\Mod\Doorkey Spoofer___shocking.json", "JSON", 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 47
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Matrix\Hack\Mod\Doorkey Spoofer___social engineered copy.json", "JSON", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 30
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Meat\Gun\Base\TshirtCannon.json", "JSON", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 19, 63
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Meat\Meele\Base\Trashmans Broom.json", "JSON", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 19, 63
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Game elements\Stable\Kits\Meat\Meele\Mod\Doorkey Spoofer___shocking.json", "JSON", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 9, 35
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Statistics\Syntax Components.json", "JSON", 0, 0, 0, 0, 224, 0, 0, 0, 0, 0, 0, 0, 1, 225
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Statistics\by language.json", "JSON", 0, 0, 0, 0, 7411, 0, 0, 0, 0, 0, 0, 0, 4, 7415
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Statistics\components.json", "JSON", 0, 0, 0, 0, 649, 0, 0, 0, 0, 0, 0, 0, 63, 712
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Statistics\kitparts.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\Special\DebugCompass.json", "JSON", 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 55
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\Special\Template.json", "JSON", 0, 0, 0, 0, 189, 0, 0, 0, 0, 0, 0, 0, 0, 189
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\Special\devroom.json", "JSON", 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 113
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\SuburbanTestSide.json", "JSON", 0, 0, 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 170
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\beta Maps\Suburban_One.json", "JSON", 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 138
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\beta Maps\docs.json", "JSON", 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 130
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\custome\Devroom.json", "JSON", 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 164
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\custome\Suburban.json", "JSON", 0, 0, 0, 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 165
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\custome\Suburban\0.json", "JSON", 0, 0, 0, 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 152
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\custome\Template.json", "JSON", 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 1, 130
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\custome\Tutorial.json", "JSON", 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 159
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileMaps\custome\test.json", "JSON", 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 157
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileSets\JSON\01_General.json", "JSON", 0, 0, 0, 0, 535, 0, 0, 0, 0, 0, 0, 0, 0, 535
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileSets\JSON\02_POI.json", "JSON", 0, 0, 0, 0, 527, 0, 0, 0, 0, 0, 0, 0, 0, 527
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileSets\JSON\03_Suburban.json", "JSON", 0, 0, 0, 0, 2961, 0, 0, 0, 0, 0, 0, 0, 0, 2961
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileSets\JSON\04_CommonBNPC.json", "JSON", 0, 0, 0, 0, 915, 0, 0, 0, 0, 0, 0, 0, 1, 916
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileSets\JSON\05_Security.json", "JSON", 0, 0, 0, 0, 1050, 0, 0, 0, 0, 0, 0, 0, 0, 1050
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileSets\JSON\06_Marker.json", "JSON", 0, 0, 0, 0, 330, 0, 0, 0, 0, 0, 0, 0, 1, 331
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileSets\JSON\07_Shop.json", "JSON", 0, 0, 0, 0, 719, 0, 0, 0, 0, 0, 0, 0, 0, 719
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileSets\JSON\08_Nature.json", "JSON", 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 84
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileSets\all.tres", "Properties", 0, 0, 2143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2146
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileSets\cache\00_Terrain.json", "JSON", 0, 0, 0, 0, 276, 0, 0, 0, 0, 0, 0, 0, 0, 276
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileSets\cache\01_Indoors.json", "JSON", 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 159
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileSets\cache\02_POI.json", "JSON", 0, 0, 0, 0, 527, 0, 0, 0, 0, 0, 0, 0, 0, 527
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileSets\cache\03_General.json", "JSON", 0, 0, 0, 0, 535, 0, 0, 0, 0, 0, 0, 0, 0, 535
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileSets\cache\04_Marker.json", "JSON", 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 67
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileSets\cache\05_Nature.json", "JSON", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 19
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileSets\cache\06_Decoration.json", "JSON", 0, 0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 139
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileSets\cache\07_Security.json", "JSON", 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 107
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\Tiled\TileSets\cache\08_Conditions.json", "JSON", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 14
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\misc\Suburban.json", "JSON", 0, 0, 0, 0, 216, 0, 0, 0, 0, 0, 0, 0, 1, 217
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\misc\chargen presets.json", "JSON", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 20, 49
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameData\misc\imported Tilesets.tres", "Properties", 0, 0, 2125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2128
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\A-lec-andria\Alecandria.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 15, 25
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\A-lec-andria\Parser\Ent-To-String\CommonToString.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 32, 65
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\A-lec-andria\Parser\Ent-To-String\Hub.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 25, 35
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\A-lec-andria\Parser\Ent-To-String\Universal.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 9, 32
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\A-lec-andria\Parser\Lec-To-String\Common\Hub.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 39, 78
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\A-lec-andria\Parser\Lec-To-String\Common\MainParser.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 1, 38, 89
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\A-lec-andria\Parser\Lec-To-String\Event\Hub.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 17, 39
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\A-lec-andria\Parser\Lec-To-String\Event\MainParser.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 27, 46, 109
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\A-lec-andria\Parser\Lec-To-String\Hub.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 12, 24
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\A-lec-andria\Parser\Lec-To-String\Util\ArrayScoper.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 13, 30
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\A-lec-andria\Parser\Lec-To-String\Util\FileConverter.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 23, 45
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\A-lec-andria\Parser\Lec-To-String\Util\MetaSplitter.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 7, 16
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\A-lec-andria\Parser\Lec-To-String\Util\ReferenceSplitter.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 16, 18
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\A-lec-andria\TextEditor\Keywords.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 6, 19, 61
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\A-lec-andria\TextEditor\LECTextEditor.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 3, 34, 70
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\A-lec-andria\Util.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 13, 27
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Aris-procgen-es\ArisPROCGENes.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 12, 17
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Dav-inc-i\FSM-Panic\FSM_Action.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 37, 63
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Dav-inc-i\FSM-Panic\FSM_InfoPanel.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 7, 46, 87
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Dav-inc-i\FSM-Panic\FSM_Interface.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 16, 28
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Dav-inc-i\FSM-Panic\FSM_Movement.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 5, 21, 41
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Dav-inc-i\FSM-Panic\MouseLogik\MouseHover.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 8, 35, 84
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Dav-inc-i\FSM-Panic\MouseLogik\MouseLogik.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 3, 41, 99
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Dav-inc-i\FSM-Panic\MouseLogik\MouseMarker.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 16, 39
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Dav-inc-i\FSM-Rest\FSM_Station.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 14, 21
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Dav-inc-i\FSM-Rest\FillingStation.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 41, 84
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Dav-inc-i\FSM-Rest\Form_Getter.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 8, 43
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Dav-inc-i\FSM_Panic.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 3, 30, 65
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Dav-inc-i\FSM_Rest.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 4, 43, 93
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Dav-inc-i\Main.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 30, 54
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Dav-inc-i\System\InfoPanel.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 1, 12, 26
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Dav-inc-i\System\getter.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 2, 21, 40
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Demcor-ects\Entities\Actor.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 12, 28, 73
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Demcor-ects\Entities\Interactable.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 10, 23, 52
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Demcor-ects\Entities\KitSet\Event.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 4, 18, 36
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Demcor-ects\Entities\KitSet\Kitset.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 21, 29, 71
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Demcor-ects\Entities\KitSet\Parts\Appendix.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 7, 18
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Demcor-ects\Entities\KitSet\Parts\Base.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 7, 19
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Demcor-ects\Entities\KitSet\Parts\Mod.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 11, 22
"c:\Users\user\Documents\GitHub\PatnicRoom-Developer-Edition\GameSrc\PatnicRoom\Cogsmos-Framework\Demcor-ects\Entities\KitSet\Parts\Parent.gd", "GDScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 9, 22, 50
